Wall time,Step,Value
1768823081.4949117,45,0.6818099021911621
1768823081.6105912,45,0.6526982188224792
1768823081.695431,45,0.6412459015846252
1768823081.9352443,46,0.6626933217048645
1768823082.0335362,46,0.7293521165847778
1768823082.082391,46,0.6682528853416443
1768823082.502106,47,0.680256724357605
1768823083.5067096,49,0.6893432140350342
1768823083.6682277,49,0.7107956409454346
1768823084.2030742,51,0.6995267271995544
1768823084.5539439,51,0.6720499396324158
1768823084.578908,51,0.6556481719017029
1768823084.6401663,52,0.6840912699699402
1768823084.772605,52,0.6447147130966187
1768823084.9645462,52,0.7246957421302795
1768823085.3020673,53,0.7054678797721863
1768823085.4094083,53,0.5905866026878357
1768823085.64232,54,0.6639628410339355
1768823085.9067304,54,0.6774682998657227
1768823086.3943539,55,0.6753703355789185
1768823087.0285246,56,0.7008343935012817
1768823087.8934183,58,0.6740200519561768
1768823088.0787325,58,0.7012794017791748
1768823088.5026023,59,0.653634250164032
1768823088.6074357,59,0.6628947257995605
1768823088.953975,60,0.7041798233985901
1768823089.0634766,60,0.658360481262207
1768823089.153909,60,0.6561233401298523
1768823089.5046563,61,0.7008674144744873
1768823089.5757759,61,0.7147007584571838
1768823089.7629852,62,0.6672123074531555
1768823090.2106965,62,0.6747910976409912
1768823090.612867,63,0.6489800214767456
1768823090.6863596,63,0.6818885207176208
1768823090.724862,63,0.7381604313850403
1768823090.805711,64,0.6753886938095093
1768823091.0475562,64,0.6302942037582397
1768823091.427839,65,0.6228504180908203
1768823091.4968553,65,0.6862732768058777
1768823091.549669,65,0.6661058664321899
1768823091.842444,66,0.6876588463783264
1768823092.3534513,66,0.6382972002029419
1768823092.9359107,67,0.6258582472801208
1768823093.2507706,68,0.6184157729148865
1768823093.4806485,68,0.7219454646110535
1768823093.5439117,69,0.6931465864181519
1768823093.8355463,69,0.6469653248786926
1768823093.9749293,69,0.68068528175354
1768823094.6365476,70,0.6435078978538513
1768823094.7010534,70,0.696987509727478
1768823095.270178,71,0.7041770219802856
1768823095.5177612,72,0.6647960543632507
1768823095.9628181,72,0.6642382740974426
1768823096.4186563,73,0.6833045482635498
1768823096.972572,74,0.6498321294784546
1768823097.2726848,74,0.6736147403717041
1768823097.6746917,75,0.677233874797821
1768823097.839555,75,0.6649346947669983
1768823097.9272017,75,0.6326305866241455
1768823098.2518063,76,0.6871266961097717
1768823098.6769726,77,0.6429684162139893
1768823098.731754,77,0.6730648279190063
1768823099.075238,78,0.6674046516418457
1768823099.1649423,78,0.662376880645752
1768823099.3477345,78,0.6835277080535889
1768823100.6482558,80,0.6666437387466431
1768823101.313194,81,0.6678507328033447
1768823102.0626004,83,0.6870856881141663
1768823102.1772583,83,0.6681394577026367
1768823102.7905228,84,0.668042778968811
1768823102.937365,84,0.6286531686782837
1768823103.1752105,84,0.661980390548706
1768823103.467368,85,0.7207562327384949
1768823103.9408567,86,0.6266915202140808
1768823104.9639466,87,0.6690829396247864
1768823105.189934,88,0.7038828134536743
1768823105.3213527,88,0.6682366132736206
1768823105.6190095,89,0.6649333238601685
1768823106.430572,90,0.6812310218811035
1768823107.3187122,91,0.5985324382781982
1768823107.479947,92,0.67037433385849
1768823107.6506295,92,0.670563280582428
1768823107.9098608,92,0.6501011848449707
1768823107.9622748,92,0.6351751089096069
1768823108.351637,93,0.6717039942741394
1768823108.478864,93,0.6750496625900269
1768823108.9887617,94,0.6730811595916748
1768823109.055629,94,0.6802334189414978
1768823110.055273,97,0.6543958187103271
1768823110.2482166,97,0.6549600958824158
1768823110.2829576,97,0.6909778714179993
1768823110.5741003,98,0.6849552989006042
1768823110.8009222,98,0.6418532729148865
1768823111.1690872,99,0.6781864762306213
1768823112.4548793,101,0.7224265933036804
1768823112.8122165,102,0.6753590703010559
1768823112.8652189,102,0.6206713318824768
1768823112.9756668,102,0.7155963778495789
1768823113.1518877,103,0.6231241226196289
1768823113.3651087,103,0.6288582682609558
1768823113.7778957,104,0.6920819878578186
1768823113.835829,105,0.6423205137252808
1768823114.4544737,106,0.6318480968475342
1768823114.7049341,106,0.6484363079071045
1768823114.7841022,106,0.6884817481040955
1768823114.904267,107,0.6720615029335022
1768823115.0264947,107,0.6655884981155396
1768823115.1133342,107,0.6444548964500427
1768823115.196943,107,0.6483945846557617
1768823115.3940828,108,0.6542068123817444
1768823115.634254,108,0.6707950234413147
1768823116.0892727,109,0.6573617458343506
1768823116.181193,109,0.6528942584991455
1768823116.2317994,109,0.6461048722267151
1768823116.376874,110,0.6490358114242554
1768823116.633122,111,0.663693904876709
1768823116.8250315,111,0.6667884588241577
1768823116.9726646,111,0.6253775358200073
1768823117.3304214,112,0.6625878810882568
1768823117.3808858,112,0.6519246697425842
1768823117.4431384,113,0.6334192752838135
1768823117.772366,113,0.6234530806541443
1768823118.1625628,114,0.6552191376686096
1768823118.1989691,114,0.6403854489326477
1768823118.5826187,115,0.6593557596206665
1768823118.8237393,115,0.6682613492012024
1768823118.8950129,116,0.6537732481956482
1768823118.9585404,116,0.6317892074584961
1768823119.0035677,116,0.6291735172271729
1768823119.0614166,116,0.6691492795944214
1768823119.0797088,116,0.6935635805130005
1768823119.1629124,117,0.6573072075843811
1768823119.2001867,117,0.6322301626205444
1768823119.4034455,118,0.6435719728469849
1768823119.4646072,118,0.6257932186126709
1768823119.6191068,119,0.6451144814491272
1768823119.6739311,119,0.6588723659515381
1768823119.834357,120,0.6805368661880493
1768823120.0473711,120,0.5969570875167847
1768823120.295013,121,0.6551107168197632
1768823120.458474,121,0.6549690961837769
1768823120.685241,122,0.6503273248672485
1768823120.7720234,122,0.65077805519104
1768823120.9611742,123,0.6623421907424927
1768823121.1311672,123,0.6446905732154846
1768823121.1771405,124,0.620046854019165
1768823121.2980483,124,0.6393357515335083
1768823121.4233158,125,0.6393063068389893
1768823121.5805764,125,0.6723076701164246
1768823121.794715,126,0.6349549889564514
1768823122.1201036,128,0.639337420463562
1768823122.1703715,128,0.6308658719062805
1768823122.2378693,128,0.6796297430992126
1768823122.2839968,129,0.6431931853294373
1768823122.330709,129,0.6442421674728394
1768823122.3810194,129,0.6187835335731506
1768823122.5300248,129,0.6487303972244263
1768823122.8879728,130,0.634192168712616
1768823123.0941477,131,0.6437850594520569
1768823123.1392858,131,0.6331106424331665
1768823123.3033543,132,0.6592795848846436
1768823123.4400663,132,0.6592736840248108
1768823123.6716626,133,0.6221809387207031
1768823123.8081942,134,0.6278481483459473
1768823123.8551137,134,0.6368355751037598
1768823123.9121244,134,0.6581913828849792
1768823123.9872766,134,0.615821897983551
1768823124.1735687,135,0.6629183292388916
1768823124.4595838,135,0.6682425141334534
1768823124.5952084,135,0.625120997428894
1768823124.622221,135,0.6540160775184631
1768823124.8266737,136,0.6370984315872192
1768823124.9574778,136,0.6063754558563232
1768823125.0723188,136,0.6694739460945129
1768823125.1375837,136,0.5967309474945068
1768823125.342484,137,0.64549320936203
1768823125.5803113,137,0.6393857598304749
1768823125.631691,137,0.6339902281761169
1768823126.4036975,139,0.6444756984710693
1768823126.7289503,139,0.6580971479415894
1768823126.8036084,140,0.6373218297958374
1768823126.8660567,140,0.6489167213439941
1768823127.0166373,140,0.6276462078094482
1768823127.1448984,141,0.6328904032707214
1768823127.229153,141,0.6106075048446655
1768823127.3016946,142,0.6262834072113037
1768823127.5928438,142,0.6748440265655518
1768823128.0739832,143,0.6396668553352356
1768823128.2159436,144,0.6406788229942322
1768823128.330917,144,0.6308894753456116
1768823128.4414766,144,0.6495782136917114
1768823128.5097787,144,0.670705258846283
1768823128.636835,145,0.6717519760131836
1768823129.2460358,146,0.6244395971298218
1768823129.8317974,147,0.6344566941261292
1768823130.0892937,147,0.6456903219223022
1768823130.1625938,147,0.6739156246185303
1768823130.316563,148,0.6191800236701965
1768823130.7850487,148,0.6706361770629883
1768823131.1196342,149,0.6373131275177002
1768823131.260441,149,0.6821829080581665
1768823131.5672452,150,0.6269100308418274
1768823131.6800594,150,0.6578900814056396
1768823131.8134403,150,0.673784077167511
1768823132.011919,150,0.5932661890983582
1768823132.3049054,151,0.6426858305931091
1768823133.0285335,152,0.6309874057769775
1768823133.393814,153,0.6418824791908264
1768823133.5438533,153,0.6061638593673706
1768823133.8374188,153,0.7201314568519592
1768823133.9576292,154,0.6389933824539185
1768823134.108245,154,0.6532341241836548
1768823134.309532,154,0.6389107704162598
1768823134.344482,154,0.6021159887313843
1768823134.9937317,156,0.6221461892127991
1768823135.3298023,156,0.6513105034828186
1768823135.476785,157,0.6424158215522766
1768823135.6893492,157,0.6335030794143677
1768823135.8773072,157,0.6907092332839966
1768823136.1601715,158,0.6615646481513977
1768823136.2460964,158,0.6241341233253479
1768823136.335267,158,0.6328563690185547
1768823136.3587005,158,0.57234787940979
1768823136.438745,159,0.6301205158233643
1768823136.840716,159,0.6787855625152588
1768823137.0043616,160,0.6301258206367493
1768823137.2349336,160,0.6398975849151611
1768823137.5503416,161,0.6431560516357422
1768823137.8312898,161,0.6334409713745117
1768823137.928297,161,0.6321235299110413
1768823137.9726477,161,0.6521536707878113
1768823138.2854524,162,0.6191339492797852
1768823138.3901026,163,0.6246320605278015
1768823138.5046291,163,0.6264792680740356
1768823138.7848809,163,0.6129335165023804
1768823139.1181707,164,0.6622464060783386
1768823139.613545,165,0.6681097149848938
1768823139.9389772,165,0.6433625221252441
1768823140.2962742,166,0.6481411457061768
1768823140.4087367,166,0.6145148277282715
1768823140.5792692,166,0.6777865290641785
1768823140.87228,167,0.6270453929901123
1768823141.1562827,167,0.6502088308334351
1768823141.699336,168,0.6334716081619263
1768823142.0350673,169,0.6320597529411316
1768823142.1551058,169,0.6306779384613037
1768823142.283189,169,0.643000066280365
1768823142.5376554,170,0.6160387396812439
1768823143.2795973,171,0.5952114462852478
1768823143.3666637,172,0.6223360300064087
1768823143.422914,172,0.6185286641120911
1768823143.5374687,172,0.6516826152801514
1768823143.7862978,173,0.6309124231338501
1768823143.8925805,173,0.6117843389511108
1768823143.9594278,174,0.6713885068893433
1768823144.265193,174,0.595292329788208
1768823144.4061482,175,0.6124006509780884
1768823144.4786205,175,0.5958174467086792
1768823144.8223448,176,0.632734477519989
1768823145.052202,176,0.6498827338218689
1768823145.1716409,176,0.6183568239212036
1768823145.4790897,177,0.6545001864433289
1768823145.622314,177,0.6528188586235046
1768823145.7157109,178,0.6105549335479736
1768823145.9035637,178,0.6574549078941345
1768823145.9776232,178,0.6072995066642761
1768823146.1918404,179,0.6255097389221191
1768823146.3044715,179,0.6220641732215881
1768823146.3658032,180,0.6220725178718567
1768823146.861481,181,0.6364662647247314
1768823146.9185627,181,0.6390455365180969
1768823146.9522636,181,0.587550163269043
1768823147.0708537,182,0.6442063450813293
1768823147.297835,182,0.6009992957115173
1768823147.382175,182,0.6440226435661316
1768823147.5598085,183,0.6460039019584656
1768823147.672817,183,0.631324052810669
1768823147.8460834,183,0.5921229124069214
1768823148.275238,184,0.6237024068832397
1768823148.4043365,184,0.5898444056510925
1768823148.554701,184,0.6154065728187561
1768823148.6341279,184,0.6698290109634399
1768823148.7760873,185,0.6239854693412781
1768823149.3521323,186,0.6111593842506409
1768823149.510079,186,0.655932605266571
1768823149.8533723,187,0.6096429824829102
1768823150.7109299,188,0.6094827055931091
1768823151.0404167,189,0.6054104566574097
1768823151.8887677,190,0.5940101146697998
1768823152.0228117,190,0.6251664757728577
1768823152.0790138,190,0.6438902020454407
1768823152.349099,191,0.627362847328186
1768823152.4696422,191,0.6367791891098022
1768823152.6091502,191,0.6006712913513184
1768823152.8136103,192,0.6161422729492188
1768823152.8754203,192,0.6208327412605286
1768823153.0779898,192,0.650170087814331
1768823153.3797662,193,0.6260464787483215
1768823153.5077724,193,0.6471347212791443
1768823154.0763044,194,0.6213074326515198
1768823154.2277894,194,0.6412495374679565
1768823154.6711483,195,0.6017928719520569
1768823154.7326539,195,0.6257096529006958
1768823154.840637,195,0.6438116431236267
1768823154.922751,195,0.5931066870689392
1768823155.2968438,196,0.6328893303871155
1768823155.412501,196,0.5936439633369446
1768823155.4929583,196,0.6682006120681763
1768823155.996534,197,0.6117177605628967
1768823156.1343007,197,0.6399222016334534
1768823157.0713868,199,0.6069855093955994
1768823157.5247643,200,0.6058725118637085
1768823157.6810825,200,0.6374563574790955
1768823157.8551688,200,0.6170428991317749
1768823157.9968905,201,0.6268590688705444
1768823158.287599,201,0.5950304269790649
1768823158.3292668,201,0.5852288007736206
1768823158.5058973,202,0.591103732585907
1768823158.6033928,202,0.6278423070907593
1768823158.6882057,202,0.6624789237976074
1768823158.7372046,202,0.5861381888389587
1768823158.9939067,203,0.6280504465103149
1768823159.994936,205,0.5829347968101501
1768823160.1725278,205,0.6252793669700623
1768823160.2613857,205,0.59405517578125
1768823160.4159927,206,0.6045525074005127
1768823160.6129532,206,0.6068397164344788
1768823160.7647996,206,0.6301627159118652
1768823160.9611516,207,0.6366970539093018
1768823161.1992235,207,0.6275541186332703
1768823161.3050826,207,0.6209847331047058
1768823161.360448,207,0.5612137913703918
1768823161.6867766,208,0.6773272752761841
1768823161.9197662,208,0.6263920068740845
1768823162.6394815,210,0.6274113059043884
1768823162.743513,210,0.6205166578292847
1768823162.9511313,211,0.6036809086799622
1768823163.21531,211,0.6122890114784241
1768823163.876115,212,0.5934740304946899
1768823163.902651,212,0.597221314907074
1768823164.0657737,213,0.6142219305038452
1768823164.2844474,213,0.6224846839904785
1768823164.7271285,214,0.6082472205162048
1768823165.0725057,215,0.6018191576004028
1768823165.2788963,215,0.6412798166275024
1768823165.4240084,216,0.6035395860671997
1768823165.8360143,216,0.6332511901855469
1768823165.9085598,216,0.5919167399406433
1768823166.0196426,217,0.6076754927635193
1768823166.1727989,217,0.5895645618438721
1768823166.8123832,218,0.6081051230430603
1768823166.9393175,218,0.6057786345481873
1768823167.511504,219,0.6694970726966858
1768823167.7605622,220,0.6152442693710327
1768823168.1051726,220,0.6127220392227173
1768823168.1634133,220,0.6281382441520691
1768823168.3064828,221,0.6210370659828186
1768823169.3563058,222,0.5580376386642456
1768823169.6080472,223,0.6233309507369995
1768823169.949625,223,0.6208565831184387
1768823170.4375288,224,0.5986791849136353
1768823170.5881205,225,0.5928840637207031
1768823170.6557748,225,0.583185613155365
1768823171.0024822,226,0.6316834092140198
1768823171.078314,226,0.5782073140144348
1768823171.2072365,226,0.5836269855499268
1768823171.247264,226,0.61774080991745
1768823171.3368938,227,0.6117292642593384
1768823171.6982179,227,0.6226165890693665
1768823171.763819,227,0.6322540640830994
1768823173.1537488,229,0.6455056667327881
1768823173.4124944,230,0.6226887106895447
1768823173.552434,230,0.6081317663192749
1768823173.82276,231,0.6204006671905518
1768823173.9720361,231,0.6154049634933472
1768823174.088391,231,0.5920979380607605
1768823174.4446032,232,0.5574789643287659
1768823174.6025956,232,0.6021467447280884
1768823174.7299335,232,0.6317967176437378
1768823175.3992455,235,0.632815957069397
1768823175.5257106,236,0.5861263275146484
1768823175.5977316,236,0.6273196935653687
1768823175.6659443,236,0.6295322179794312
1768823175.7247515,237,0.6351279616355896
1768823175.7917643,237,0.6056202054023743
1768823175.9506927,237,0.6103665232658386
1768823176.0583754,238,0.641712486743927
1768823176.0956779,238,0.5737155079841614
1768823176.1239746,238,0.5880889296531677
1768823176.177514,239,0.5868979096412659
1768823176.2792044,239,0.6102359294891357
1768823176.3718128,239,0.5358850359916687
1768823176.4475405,240,0.6084611415863037
1768823176.5301936,240,0.6155595779418945
1768823176.5521908,240,0.5965710878372192
1768823176.6599617,241,0.6234508752822876
1768823176.7404883,241,0.6379101276397705
1768823176.7925656,242,0.5743848085403442
1768823176.8355265,242,0.6311564445495605
1768823176.8942294,242,0.6226034760475159
1768823176.9287548,242,0.623731255531311
1768823176.9427557,242,0.5700944662094116
1768823177.326964,244,0.6574848294258118
1768823177.4777105,245,0.6046203374862671
1768823177.614609,246,0.6360524892807007
1768823177.6447442,246,0.5874061584472656
1768823177.6616583,246,0.6202144026756287
1768823177.7241712,247,0.5932693481445312
1768823177.8131225,247,0.5875664353370667
1768823177.9324338,248,0.6149544715881348
1768823177.9844363,248,0.6114405989646912
1768823178.1007574,249,0.5888406038284302
1768823178.1472101,249,0.5890883207321167
1768823178.2300892,249,0.6584725975990295
1768823178.3847883,250,0.6007683277130127
1768823178.421695,250,0.6139319539070129
1768823178.4768722,251,0.591418445110321
1768823178.5411465,251,0.606879472732544
1768823178.5761049,251,0.6213070154190063
1768823178.7038977,252,0.6269670128822327
1768823178.7483802,252,0.5737540125846863
1768823178.7853825,252,0.6257132291793823
1768823178.8013923,252,0.6294540762901306
1768823178.9218094,253,0.6230903267860413
1768823179.15945,254,0.6034985184669495
1768823179.2482507,254,0.5335198044776917
1768823179.4442549,255,0.6201708912849426
1768823179.5308633,256,0.5905022621154785
1768823179.6560113,257,0.6039379239082336
1768823179.737077,257,0.5896291136741638
1768823179.8617833,258,0.6096199154853821
1768823179.908577,258,0.6015669703483582
1768823179.941578,258,0.6112258434295654
1768823179.960578,258,0.6341421604156494
1768823180.0755103,259,0.5786593556404114
1768823180.2327921,259,0.5632457733154297
1768823180.28789,260,0.6043024659156799
1768823180.377005,260,0.6125003099441528
1768823180.4265049,260,0.5816957950592041
1768823180.458507,260,0.5899637937545776
1768823180.685633,262,0.6060566306114197
1768823180.7518451,262,0.6138609647750854
1768823180.7989185,262,0.6458330154418945
1768823180.8786304,263,0.6237026453018188
1768823180.922571,263,0.5529306530952454
1768823181.020265,263,0.609509289264679
1768823181.0662072,264,0.6150117516517639
1768823181.2770603,265,0.5923908948898315
1768823181.3197584,265,0.6036703586578369
1768823181.3517578,265,0.6355430483818054
1768823181.4535272,266,0.6176050901412964
1768823181.5190644,266,0.6498446464538574
1768823181.5500665,266,0.5836077928543091
1768823181.5670667,266,0.5770324468612671
1768823181.597249,267,0.6153370141983032
1768823181.6316953,267,0.6583771705627441
1768823181.6770668,267,0.5801520347595215
1768823181.891136,268,0.629433810710907
1768823182.0784829,269,0.6157218217849731
1768823182.0944185,269,0.6022140979766846
1768823182.1401772,270,0.5920594930648804
1768823182.3216574,271,0.6295033097267151
1768823182.4508207,271,0.5766392350196838
1768823182.5350094,272,0.6069070100784302
1768823182.5660129,272,0.6040968894958496
1768823182.67512,273,0.5980216264724731
1768823182.8534153,274,0.6056677103042603
1768823183.1227984,275,0.5640199780464172
1768823183.1810806,275,0.6065189838409424
1768823183.3256297,276,0.6039214134216309
1768823183.4019933,276,0.62306147813797
1768823183.4609294,277,0.5924071073532104
1768823183.5966835,277,0.602101743221283
1768823183.620344,277,0.6006593108177185
1768823183.6973696,278,0.6073282957077026
1768823183.7468832,278,0.5893504023551941
1768823183.8806975,279,0.5864949822425842
1768823184.6752157,282,0.6221711039543152
1768823184.7092214,282,0.6003105640411377
1768823184.7377353,282,0.6308850049972534
1768823184.8098485,283,0.5549004673957825
1768823184.9700682,283,0.6405012607574463
1768823185.1182537,284,0.5785753726959229
1768823185.175683,284,0.6141497492790222
1768823185.291716,285,0.598909854888916
1768823185.33729,285,0.5926712155342102
1768823185.392737,285,0.5852843523025513
1768823185.5227816,286,0.603125274181366
1768823185.5894258,286,0.5906386971473694
1768823185.606432,286,0.5833826661109924
1768823185.7059789,287,0.615886390209198
1768823185.80859,287,0.5858516693115234
1768823185.8872123,288,0.6103833913803101
1768823185.9577436,288,0.5814142227172852
1768823186.1449797,289,0.597311794757843
1768823186.1983953,290,0.5958417654037476
1768823186.3794556,291,0.5911094546318054
1768823186.4317157,291,0.6188600063323975
1768823186.7925792,293,0.596663236618042
1768823186.8261814,293,0.5868656635284424
1768823187.2464323,295,0.6201292872428894
1768823187.3752327,296,0.6135926842689514
1768823187.419592,296,0.6189543008804321
1768823187.5324326,297,0.6312817335128784
1768823187.5793483,297,0.5630724430084229
1768823187.6977255,297,0.6326034069061279
1768823187.7972562,298,0.5761922597885132
1768823187.868585,298,0.5842541456222534
1768823187.935379,298,0.6064116954803467
1768823188.1797583,300,0.5913445353507996
1768823188.2218413,300,0.6316354870796204
1768823188.2713215,300,0.5619527101516724
1768823188.301699,300,0.6002772450447083
1768823188.3962667,301,0.593134880065918
1768823188.4988127,301,0.6090912222862244
1768823188.525344,301,0.6280592083930969
1768823188.5593421,302,0.6086756587028503
1768823188.595337,302,0.5993286371231079
1768823188.7464774,303,0.559738039970398
1768823188.8240018,303,0.5765493512153625
1768823188.9874146,304,0.6178289651870728
1768823189.0295947,304,0.6567851901054382
1768823189.1876707,305,0.5870896577835083
1768823189.472944,306,0.5956556797027588
1768823189.5355463,307,0.5692425966262817
1768823189.9472883,309,0.5930188894271851
1768823190.0288815,309,0.5835062861442566
1768823190.04588,309,0.5946749448776245
1768823190.137855,310,0.583538293838501
1768823190.1775253,310,0.5965747833251953
1768823190.225062,310,0.5801647901535034
1768823190.256149,311,0.5833139419555664
1768823190.5357778,312,0.5842489004135132
1768823190.5806975,312,0.5736736059188843
1768823190.8218641,313,0.6134060621261597
1768823190.8467512,313,0.619902491569519
1768823191.1720316,315,0.5930508375167847
1768823191.308325,316,0.5751405954360962
1768823191.372987,316,0.580637514591217
1768823191.5173209,317,0.614393949508667
1768823191.8044622,318,0.5999014377593994
1768823191.9092581,319,0.5874968767166138
1768823191.9670932,319,0.6304523348808289
1768823192.145701,320,0.5560517311096191
1768823192.2223582,320,0.576497495174408
1768823192.2523587,321,0.5659021735191345
1768823192.4623656,321,0.6493922472000122
1768823192.495463,322,0.5941344499588013
1768823192.5944602,322,0.5848966240882874
1768823192.6390736,322,0.6064294576644897
1768823192.6959922,323,0.566997766494751
1768823192.8675141,323,0.58433997631073
1768823192.886514,323,0.5960098505020142
1768823192.9380507,324,0.6040347814559937
1768823193.0655923,324,0.5446999073028564
1768823193.146083,325,0.5775581002235413
1768823193.1751845,325,0.6012526750564575
1768823193.205084,325,0.596581220626831
1768823193.276615,326,0.5766643285751343
1768823193.37508,326,0.598217248916626
1768823193.4711826,326,0.6116931438446045
1768823193.6153815,327,0.5867930054664612
1768823193.7455804,328,0.6298266649246216
1768823193.7897358,328,0.5845707654953003
1768823193.8304033,328,0.5702568292617798
1768823194.009813,329,0.5474510192871094
1768823194.0958526,329,0.627037763595581
1768823194.1394422,329,0.5363497138023376
1768823194.2259617,330,0.6019464135169983
1768823194.2580457,330,0.5874024033546448
1768823194.336487,331,0.6077806353569031
1768823194.4531343,331,0.5871762037277222
1768823194.4858944,332,0.5947893857955933
1768823194.5159674,332,0.5903276205062866
1768823194.729263,333,0.5895089507102966
1768823194.7783275,334,0.5813784599304199
1768823194.8084419,334,0.5635747313499451
1768823194.84582,334,0.6035213470458984
1768823194.928575,335,0.6196060180664062
1768823194.9635727,335,0.5749815702438354
1768823195.0289388,335,0.5940325260162354
1768823195.1735446,336,0.5877951979637146
1768823195.2280674,336,0.5597221255302429
1768823195.2500644,336,0.5994020104408264
1768823195.3586843,337,0.6135975122451782
1768823195.4765866,338,0.5954989194869995
1768823195.5136037,338,0.6031129956245422
1768823195.5742521,338,0.5873417258262634
1768823195.6053596,339,0.6303358674049377
1768823195.6678638,339,0.5836186408996582
1768823195.7068624,339,0.5517244338989258
1768823195.7629395,339,0.5976967215538025
1768823195.9341617,340,0.5742102861404419
1768823195.9811614,340,0.5688439011573792
1768823196.016176,340,0.6122113466262817
1768823196.075705,341,0.5623397827148438
1768823196.2158651,341,0.5384742617607117
1768823196.255165,342,0.5773890018463135
1768823196.4467976,343,0.5711724162101746
1768823196.510909,343,0.5866567492485046
1768823196.5396612,343,0.5874040126800537
1768823196.5586627,343,0.5951052308082581
1768823196.7010202,344,0.5820821523666382
1768823196.7769744,345,0.57109135389328
1768823196.8395183,345,0.5813823342323303
1768823196.9190395,346,0.5804122686386108
1768823196.9566796,346,0.5546697974205017
1768823196.988684,346,0.6018236875534058
1768823197.0036845,346,0.6126313805580139
1768823197.0410903,347,0.5494073629379272
1768823197.128723,347,0.5769481658935547
1768823197.1868358,347,0.6307129263877869
1768823197.3529758,348,0.582251787185669
1768823197.4334567,348,0.5811542868614197
1768823197.502372,349,0.5550500154495239
1768823197.5388107,349,0.5666972398757935
1768823197.5697126,349,0.5914859175682068
1768823197.661215,350,0.5831897258758545
1768823197.741623,350,0.5328606963157654
1768823197.7776532,350,0.5908885598182678
1768823197.7966478,350,0.576316773891449
1768823197.8323152,351,0.5769781470298767
1768823198.080594,352,0.5716015100479126
1768823198.1246097,352,0.5843288898468018
1768823198.24351,353,0.5876255035400391
1768823198.4730446,354,0.5894849896430969
1768823198.6280978,355,0.5960536003112793
1768823198.9211252,356,0.5980058908462524
1768823198.9580815,356,0.5669856667518616
1768823199.0063903,356,0.5835863947868347
1768823199.209854,357,0.5794824361801147
1768823199.2336202,357,0.5929632782936096
1768823199.2759597,358,0.5518425703048706
